Issue Key,Title,Link,Labels,Project ID,Project Key,Project Name,Status,Description Filename,Resolution,Comments Filename
HADOOP-18511,TestDecayRpcScheduler.testPriority is a flaky test,https://issues.apache.org/jira/browse/HADOOP-18511,pull-request-available,12310240,Open,apache_jira_description_comments/HADOOP-18511_description.txt,,apache_jira_description_comments/HADOOP-18511_comments.txt
MXNET-644,Flaky Test Detector,https://issues.apache.org/jira/browse/MXNET-644,,12321623,To Do,apache_jira_description_comments/MXNET-644_description.txt,,apache_jira_description_comments/MXNET-644_comments.txt
IGNITE-12234,.NET: Fix flaky tests,https://issues.apache.org/jira/browse/IGNITE-12234,.NET,12315922,Resolved,apache_jira_description_comments/IGNITE-12234_description.txt,Fixed,apache_jira_description_comments/IGNITE-12234_comments.txt
NIFI-10639,Test testAddedRowsTwoTables is Flaky,https://issues.apache.org/jira/browse/NIFI-10639,,12316020,Open,apache_jira_description_comments/NIFI-10639_description.txt,,apache_jira_description_comments/NIFI-10639_comments.txt
KAFKA-15197,Flaky test MirrorConnectorsIntegrationExactlyOnceTest.testOffsetTranslationBehindReplicationFlow(),https://issues.apache.org/jira/browse/KAFKA-15197,flaky-test,12311720,Open,apache_jira_description_comments/KAFKA-15197_description.txt,,apache_jira_description_comments/KAFKA-15197_comments.txt
FLINK-25083,Flaky Test in RowTest,https://issues.apache.org/jira/browse/FLINK-25083,"pull-request-available, stale-minor",12315522,Closed,apache_jira_description_comments/FLINK-25083_description.txt,Incomplete,apache_jira_description_comments/FLINK-25083_comments.txt
ZEPPELIN-3554,Flaky test - InterpreterContextTest.testThreadLocal,https://issues.apache.org/jira/browse/ZEPPELIN-3554,,12316221,Closed,apache_jira_description_comments/ZEPPELIN-3554_description.txt,Fixed,apache_jira_description_comments/ZEPPELIN-3554_comments.txt
SPARK-24245,Flaky test: KafkaContinuousSinkSuite,https://issues.apache.org/jira/browse/SPARK-24245,bulk-closed,12315420,Resolved,apache_jira_description_comments/SPARK-24245_description.txt,Incomplete,apache_jira_description_comments/SPARK-24245_comments.txt
CASSANDRA-16754,Flaky o.a.c.distributed.test.SchemaTest,https://issues.apache.org/jira/browse/CASSANDRA-16754,,12310865,Resolved,apache_jira_description_comments/CASSANDRA-16754_description.txt,Fixed,apache_jira_description_comments/CASSANDRA-16754_comments.txt
OOZIE-3512,Flaky test TestActionStartXCommand.testActionWithEscapedStringAndCDATA,https://issues.apache.org/jira/browse/OOZIE-3512,,12311620,Open,apache_jira_description_comments/OOZIE-3512_description.txt,,apache_jira_description_comments/OOZIE-3512_comments.txt
IGNITE-12667,Flaky test FailureProcessorThreadDumpThrottlingTest.testThrottlingPerFailureType,https://issues.apache.org/jira/browse/IGNITE-12667,,12315922,Resolved,apache_jira_description_comments/IGNITE-12667_description.txt,Fixed,apache_jira_description_comments/IGNITE-12667_comments.txt
SPARK-39386,Flaky Test: BloomFilterAggregateQuerySuite,https://issues.apache.org/jira/browse/SPARK-39386,,12315420,Open,apache_jira_description_comments/SPARK-39386_description.txt,,apache_jira_description_comments/SPARK-39386_comments.txt
AVRO-1970,Flaky test: TestInputBytes,https://issues.apache.org/jira/browse/AVRO-1970,,12310911,Resolved,apache_jira_description_comments/AVRO-1970_description.txt,Fixed,apache_jira_description_comments/AVRO-1970_comments.txt
HBASE-8256,Add category Flaky for tests which are flaky,https://issues.apache.org/jira/browse/HBASE-8256,,12310753,Closed,apache_jira_description_comments/HBASE-8256_description.txt,Won't Fix,apache_jira_description_comments/HBASE-8256_comments.txt
BEAM-4810,Flaky test BeamFileSystemArtifactServicesTest,https://issues.apache.org/jira/browse/BEAM-4810,,12319527,Resolved,apache_jira_description_comments/BEAM-4810_description.txt,Fixed,apache_jira_description_comments/BEAM-4810_comments.txt
FALCON-1513,Flaky test: org.apache.falcon.messaging.JMSMessageConsumerTest,https://issues.apache.org/jira/browse/FALCON-1513,,12314429,Open,apache_jira_description_comments/FALCON-1513_description.txt,,apache_jira_description_comments/FALCON-1513_comments.txt
NIFI-10637,TestParseCEF.testCustomValidator is a flaky test,https://issues.apache.org/jira/browse/NIFI-10637,,12316020,Resolved,apache_jira_description_comments/NIFI-10637_description.txt,Fixed,apache_jira_description_comments/NIFI-10637_comments.txt
KAFKA-9509,Fix flaky test MirrorConnectorsIntegrationTest.testReplication,https://issues.apache.org/jira/browse/KAFKA-9509,,12311720,Resolved,apache_jira_description_comments/KAFKA-9509_description.txt,Fixed,apache_jira_description_comments/KAFKA-9509_comments.txt
ZEPPELIN-1857,Flaky Test: NotebookTest.testAbortParagraphStatusOnInterpreterRestart,https://issues.apache.org/jira/browse/ZEPPELIN-1857,,12316221,Resolved,apache_jira_description_comments/ZEPPELIN-1857_description.txt,Fixed,apache_jira_description_comments/ZEPPELIN-1857_comments.txt
MESOS-9358,Test `SlaveRecoveryTest.AgentReconfigurationWithRunningTask` is flaky.,https://issues.apache.org/jira/browse/MESOS-9358,flaky-test,12311242,Resolved,apache_jira_description_comments/MESOS-9358_description.txt,Fixed,apache_jira_description_comments/MESOS-9358_comments.txt
MESOS-9130,Test `StorageLocalResourceProviderTest.ROOT_ContainerTerminationMetric` is flaky.,https://issues.apache.org/jira/browse/MESOS-9130,"mesosphere, storage",12311242,Resolved,apache_jira_description_comments/MESOS-9130_description.txt,Fixed,apache_jira_description_comments/MESOS-9130_comments.txt
ZOOKEEPER-3470,Flaky test: LearnerMetricsTest.testLearnerMetricsTest(),https://issues.apache.org/jira/browse/ZOOKEEPER-3470,"flaky, flaky-test, newbie, pull-request-available, test",12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-3470_description.txt,Fixed,apache_jira_description_comments/ZOOKEEPER-3470_comments.txt
KAFKA-12216,Improve flaky test reporting,https://issues.apache.org/jira/browse/KAFKA-12216,,12311720,Open,apache_jira_description_comments/KAFKA-12216_description.txt,,apache_jira_description_comments/KAFKA-12216_comments.txt
ZOOKEEPER-2781,Flaky test: testClientAuthAgainstNoAuthServerWithLowerSid,https://issues.apache.org/jira/browse/ZOOKEEPER-2781,pull-request-available,12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-2781_description.txt,Cannot Reproduce,apache_jira_description_comments/ZOOKEEPER-2781_comments.txt
HIVE-26876,Disable flaky Spark Tests in branch-3,https://issues.apache.org/jira/browse/HIVE-26876,pull-request-available,12310843,Resolved,apache_jira_description_comments/HIVE-26876_description.txt,Fixed,apache_jira_description_comments/HIVE-26876_comments.txt
DOXIATOOLS-64,Flaky test DocBookBookSinkTest,https://issues.apache.org/jira/browse/DOXIATOOLS-64,,12317420,Closed,apache_jira_description_comments/DOXIATOOLS-64_description.txt,Fixed,apache_jira_description_comments/DOXIATOOLS-64_comments.txt
MESOS-9719,Test `AgentFailoverHTTPExecutorUsingResourceProviderResources` is flaky.,https://issues.apache.org/jira/browse/MESOS-9719,,12311242,Resolved,apache_jira_description_comments/MESOS-9719_description.txt,Fixed,apache_jira_description_comments/MESOS-9719_comments.txt
COLLECTIONS-836,junit flaky test DualHashBidiMapTest,https://issues.apache.org/jira/browse/COLLECTIONS-836,,12310465,Resolved,apache_jira_description_comments/COLLECTIONS-836_description.txt,Fixed,apache_jira_description_comments/COLLECTIONS-836_comments.txt
MXNET-615,Flaky Test for test_svmoutput_with_type,https://issues.apache.org/jira/browse/MXNET-615,,12321623,To Do,apache_jira_description_comments/MXNET-615_description.txt,,apache_jira_description_comments/MXNET-615_comments.txt
HBASE-18003,Fix flaky test TestAsyncTableAdminApi,https://issues.apache.org/jira/browse/HBASE-18003,,12310753,Resolved,apache_jira_description_comments/HBASE-18003_description.txt,Duplicate,apache_jira_description_comments/HBASE-18003_comments.txt
HDDS-831,TestOzoneShell in integration-test is flaky,https://issues.apache.org/jira/browse/HDDS-831,,12321922,Resolved,apache_jira_description_comments/HDDS-831_description.txt,Fixed,apache_jira_description_comments/HDDS-831_comments.txt
HIVE-8362,Investigate flaky test parallel.q,https://issues.apache.org/jira/browse/HIVE-8362,,12310843,Resolved,apache_jira_description_comments/HIVE-8362_description.txt,Fixed,apache_jira_description_comments/HIVE-8362_comments.txt
NIFI-10717,Test testSynchronizeFlowWhenExistingMissingComponentsAreDifferent and testSynchronizeFlowWhenProposedMissingComponentsAreDifferent are Flaky,https://issues.apache.org/jira/browse/NIFI-10717,,12316020,Open,apache_jira_description_comments/NIFI-10717_description.txt,,apache_jira_description_comments/NIFI-10717_comments.txt
IMPALA-11291,minidump-test is flaky,https://issues.apache.org/jira/browse/IMPALA-11291,,12321021,Resolved,apache_jira_description_comments/IMPALA-11291_description.txt,Fixed,apache_jira_description_comments/IMPALA-11291_comments.txt
MXNET-770,Fix flaky test in test_module.py,https://issues.apache.org/jira/browse/MXNET-770,,12321623,Done,apache_jira_description_comments/MXNET-770_description.txt,Fixed,apache_jira_description_comments/MXNET-770_comments.txt
FLUME-2505,Test added in FLUME-2502 is flaky,https://issues.apache.org/jira/browse/FLUME-2505,,12311321,Resolved,apache_jira_description_comments/FLUME-2505_description.txt,Fixed,apache_jira_description_comments/FLUME-2505_comments.txt
MXNET-258,Improve flaky test_random.test_shuffle,https://issues.apache.org/jira/browse/MXNET-258,,12321623,To Do,apache_jira_description_comments/MXNET-258_description.txt,,apache_jira_description_comments/MXNET-258_comments.txt
IMPALA-4557,test_alloc_fail.py is flaky,https://issues.apache.org/jira/browse/IMPALA-4557,broken-build,12321021,Resolved,apache_jira_description_comments/IMPALA-4557_description.txt,Fixed,apache_jira_description_comments/IMPALA-4557_comments.txt
IMPALA-2496,flaky test in test_insert_behaviour.py,https://issues.apache.org/jira/browse/IMPALA-2496,,12321021,Resolved,apache_jira_description_comments/IMPALA-2496_description.txt,Fixed,apache_jira_description_comments/IMPALA-2496_comments.txt
ZOOKEEPER-1964,Fix Flaky Test in ReconfigTest.java,https://issues.apache.org/jira/browse/ZOOKEEPER-1964,,12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-1964_description.txt,Fixed,apache_jira_description_comments/ZOOKEEPER-1964_comments.txt
ZEPPELIN-3535,Disable flaky tests,https://issues.apache.org/jira/browse/ZEPPELIN-3535,,12316221,Closed,apache_jira_description_comments/ZEPPELIN-3535_description.txt,Fixed,apache_jira_description_comments/ZEPPELIN-3535_comments.txt
HBASE-15917,Flaky tests dashboard,https://issues.apache.org/jira/browse/HBASE-15917,,12310753,Resolved,apache_jira_description_comments/HBASE-15917_description.txt,Fixed,apache_jira_description_comments/HBASE-15917_comments.txt
MAPREDUCE-6831,Flaky test TestJobImpl.testKilledDuringKillAbort,https://issues.apache.org/jira/browse/MAPREDUCE-6831,,12310941,Resolved,apache_jira_description_comments/MAPREDUCE-6831_description.txt,Fixed,apache_jira_description_comments/MAPREDUCE-6831_comments.txt
ZEPPELIN-1856,Flaky Test: InterpreterRestApiTest.testRestartInterpreterPerNote,https://issues.apache.org/jira/browse/ZEPPELIN-1856,flaky-test,12316221,Reopened,apache_jira_description_comments/ZEPPELIN-1856_description.txt,,apache_jira_description_comments/ZEPPELIN-1856_comments.txt
EXEC-120,Some flaky tests,https://issues.apache.org/jira/browse/EXEC-120,,12310814,Open,apache_jira_description_comments/EXEC-120_description.txt,,apache_jira_description_comments/EXEC-120_comments.txt
MXNET-610,Disable flaky test test_sample_multinomial,https://issues.apache.org/jira/browse/MXNET-610,,12321623,Done,apache_jira_description_comments/MXNET-610_description.txt,Fixed,apache_jira_description_comments/MXNET-610_comments.txt
ZOOKEEPER-3023,Flaky test: org.apache.zookeeper.server.quorum.Zab1_0Test.testNormalFollowerRunWithDiff,https://issues.apache.org/jira/browse/ZOOKEEPER-3023,pull-request-available,12310801,Open,apache_jira_description_comments/ZOOKEEPER-3023_description.txt,,apache_jira_description_comments/ZOOKEEPER-3023_comments.txt
HBASE-28275,[Flaky test] Fix 'test_list_decommissioned_regionservers' in TestAdminShell2.java,https://issues.apache.org/jira/browse/HBASE-28275,,12310753,Resolved,apache_jira_description_comments/HBASE-28275_description.txt,Fixed,apache_jira_description_comments/HBASE-28275_comments.txt
HIVE-27947,Fix flaky test testBootstrapAcidTablesDuringIncrementalWithConcurrentWrites,https://issues.apache.org/jira/browse/HIVE-27947,,12310843,Open,apache_jira_description_comments/HIVE-27947_description.txt,,apache_jira_description_comments/HIVE-27947_comments.txt
MESOS-8548,Test StorageLocalResourceProviderTest.ROOT_Metrics is flaky,https://issues.apache.org/jira/browse/MESOS-8548,,12311242,Resolved,apache_jira_description_comments/MESOS-8548_description.txt,Fixed,apache_jira_description_comments/MESOS-8548_comments.txt
MXNET-609,Disable flaky test test_sequence_last,https://issues.apache.org/jira/browse/MXNET-609,,12321623,Done,apache_jira_description_comments/MXNET-609_description.txt,Fixed,apache_jira_description_comments/MXNET-609_comments.txt
IGNITE-12323,Test GridCommandHandlerTest. testBaselineAutoAdjustmentAutoRemoveNode is flaky,https://issues.apache.org/jira/browse/IGNITE-12323,,12315922,Resolved,apache_jira_description_comments/IGNITE-12323_description.txt,Fixed,apache_jira_description_comments/IGNITE-12323_comments.txt
HBASE-25408,Flaky Test,https://issues.apache.org/jira/browse/HBASE-25408,"flaky-test, test-failure",12310753,Open,apache_jira_description_comments/HBASE-25408_description.txt,,apache_jira_description_comments/HBASE-25408_comments.txt
HIVE-15168,Flaky test: TestSparkClient.testJobSubmission (still flaky),https://issues.apache.org/jira/browse/HIVE-15168,,12310843,Resolved,apache_jira_description_comments/HIVE-15168_description.txt,Fixed,apache_jira_description_comments/HIVE-15168_comments.txt
IMPALA-7661,test_reconnect is flaky in asan,https://issues.apache.org/jira/browse/IMPALA-7661,,12321021,Resolved,apache_jira_description_comments/IMPALA-7661_description.txt,Fixed,apache_jira_description_comments/IMPALA-7661_comments.txt
IGNITE-14289,Calcite flaky test testNotOriginatorNodeStop. ,https://issues.apache.org/jira/browse/IGNITE-14289,calcite,12315922,Resolved,apache_jira_description_comments/IGNITE-14289_description.txt,Fixed,apache_jira_description_comments/IGNITE-14289_comments.txt
IMPALA-11276,Flaky TestIcebergTable.test_partitioned_insert,https://issues.apache.org/jira/browse/IMPALA-11276,,12321021,Resolved,apache_jira_description_comments/IMPALA-11276_description.txt,Fixed,apache_jira_description_comments/IMPALA-11276_comments.txt
IGNITE-9654,Test testJoinQueryUnstableTopology is flaky in master,https://issues.apache.org/jira/browse/IGNITE-9654,MakeTeamcityGreenAgain,12315922,Resolved,apache_jira_description_comments/IGNITE-9654_description.txt,Fixed,apache_jira_description_comments/IGNITE-9654_comments.txt
TIKA-3944,junit flaky test in tika-core,https://issues.apache.org/jira/browse/TIKA-3944,,12310631,Resolved,apache_jira_description_comments/TIKA-3944_description.txt,Fixed,apache_jira_description_comments/TIKA-3944_comments.txt
MESOS-9190,Test `StorageLocalResourceProviderTest.ROOT_CreateDestroyDiskRecovery` is flaky.,https://issues.apache.org/jira/browse/MESOS-9190,"mesosphere, storage",12311242,Resolved,apache_jira_description_comments/MESOS-9190_description.txt,Fixed,apache_jira_description_comments/MESOS-9190_comments.txt
BEAM-5197,Flaky test: UnboundedSourceWrapperTest$ParameterizedUnboundedSourceWrapperTest,https://issues.apache.org/jira/browse/BEAM-5197,flake,12319527,Resolved,apache_jira_description_comments/BEAM-5197_description.txt,Fixed,apache_jira_description_comments/BEAM-5197_comments.txt
CASSANDRA-16598,Fix flaky test testMetricsWithRepairAndStreamingFromTwoNodes - org.apache.cassandra.distributed.test.metrics.StreamingMetricsTest,https://issues.apache.org/jira/browse/CASSANDRA-16598,,12310865,Resolved,apache_jira_description_comments/CASSANDRA-16598_description.txt,Fixed,apache_jira_description_comments/CASSANDRA-16598_comments.txt
HBASE-25200,Try enlarge the flaky test timeout for branch-2.2,https://issues.apache.org/jira/browse/HBASE-25200,,12310753,Open,apache_jira_description_comments/HBASE-25200_description.txt,,apache_jira_description_comments/HBASE-25200_comments.txt
DL-21,Fix DL flaky test cases,https://issues.apache.org/jira/browse/DL-21,,12320620,Resolved,apache_jira_description_comments/DL-21_description.txt,Fixed,apache_jira_description_comments/DL-21_comments.txt
ZOOKEEPER-2803,Flaky test: org.apache.zookeeper.test.CnxManagerTest.testWorkerThreads,https://issues.apache.org/jira/browse/ZOOKEEPER-2803,,12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-2803_description.txt,Not A Problem,apache_jira_description_comments/ZOOKEEPER-2803_comments.txt
MESOS-2174,Fix Flaky Tests,https://issues.apache.org/jira/browse/MESOS-2174,mesosphere,12311242,Resolved,apache_jira_description_comments/MESOS-2174_description.txt,Fixed,apache_jira_description_comments/MESOS-2174_comments.txt
CASSANDRA-16614,Flaky test_pending_range,https://issues.apache.org/jira/browse/CASSANDRA-16614,,12310865,Resolved,apache_jira_description_comments/CASSANDRA-16614_description.txt,Fixed,apache_jira_description_comments/CASSANDRA-16614_comments.txt
HBASE-18068,Fix flaky test TestAsyncSnapshotAdminApi,https://issues.apache.org/jira/browse/HBASE-18068,,12310753,Resolved,apache_jira_description_comments/HBASE-18068_description.txt,Fixed,apache_jira_description_comments/HBASE-18068_comments.txt
KAFKA-7266,Fix MetricsTest test flakiness,https://issues.apache.org/jira/browse/KAFKA-7266,,12311720,Resolved,apache_jira_description_comments/KAFKA-7266_description.txt,Fixed,apache_jira_description_comments/KAFKA-7266_comments.txt
HBASE-15896,Add timeout tests to flaky list from report-flakies.py,https://issues.apache.org/jira/browse/HBASE-15896,,12310753,Resolved,apache_jira_description_comments/HBASE-15896_description.txt,Fixed,apache_jira_description_comments/HBASE-15896_comments.txt
HIVE-25716,Fix flaky test TestCompactionMetrics#testOldestReadyForCleaningAge,https://issues.apache.org/jira/browse/HIVE-25716,"flaky-test, pull-request-available",12310843,Closed,apache_jira_description_comments/HIVE-25716_description.txt,Fixed,apache_jira_description_comments/HIVE-25716_comments.txt
ZOOKEEPER-2610,Flaky Test: org.apache.zookeeper.test.ReconfigTest.testQuorumSystemChange,https://issues.apache.org/jira/browse/ZOOKEEPER-2610,"flaky, flaky-test",12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-2610_description.txt,Not A Problem,apache_jira_description_comments/ZOOKEEPER-2610_comments.txt
ZOOKEEPER-2485,Flaky Test: org.apache.zookeeper.test.FourLetterWordsTest.testFourLetterWords,https://issues.apache.org/jira/browse/ZOOKEEPER-2485,"flaky, flaky-test",12310801,Closed,apache_jira_description_comments/ZOOKEEPER-2485_description.txt,Cannot Reproduce,apache_jira_description_comments/ZOOKEEPER-2485_comments.txt
MXNET-675,Disable flaky mkldnn test_requantize_int32_to_int8,https://issues.apache.org/jira/browse/MXNET-675,,12321623,Done,apache_jira_description_comments/MXNET-675_description.txt,Fixed,apache_jira_description_comments/MXNET-675_comments.txt
IMPALA-7148,test_profile_fragment_instances is flaky,https://issues.apache.org/jira/browse/IMPALA-7148,,12321021,Resolved,apache_jira_description_comments/IMPALA-7148_description.txt,Fixed,apache_jira_description_comments/IMPALA-7148_comments.txt
IMPALA-8880,EventsProcessorStressTest.testUsingRandomHiveQueries seems to be a flaky test,https://issues.apache.org/jira/browse/IMPALA-8880,broken-build,12321021,Resolved,apache_jira_description_comments/IMPALA-8880_description.txt,Fixed,apache_jira_description_comments/IMPALA-8880_comments.txt
HBASE-18071,Fix flaky test TestStochasticLoadBalancer#testBalanceCluster,https://issues.apache.org/jira/browse/HBASE-18071,,12310753,Resolved,apache_jira_description_comments/HBASE-18071_description.txt,Fixed,apache_jira_description_comments/HBASE-18071_comments.txt
IMPALA-7428,Flaky test: test_shell_commandline.py / test_large_sql,https://issues.apache.org/jira/browse/IMPALA-7428,flaky-test,12321021,Resolved,apache_jira_description_comments/IMPALA-7428_description.txt,Fixed,apache_jira_description_comments/IMPALA-7428_comments.txt
ZOOKEEPER-2722,Flaky Test: org.apache.zookeeper.test.ReadOnlyModeTest.testSessionEstablishment,https://issues.apache.org/jira/browse/ZOOKEEPER-2722,flaky,12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-2722_description.txt,Fixed,apache_jira_description_comments/ZOOKEEPER-2722_comments.txt
BEAM-2814,test_as_singleton_with_different_defaults test is flaky,https://issues.apache.org/jira/browse/BEAM-2814,"beam-fixit, flake",12319527,Resolved,apache_jira_description_comments/BEAM-2814_description.txt,Abandoned,apache_jira_description_comments/BEAM-2814_comments.txt
HDFS-16112,Fix flaky unit test TestDecommissioningStatusWithBackoffMonitor ,https://issues.apache.org/jira/browse/HDFS-16112,,12310942,Resolved,apache_jira_description_comments/HDFS-16112_description.txt,Duplicate,apache_jira_description_comments/HDFS-16112_comments.txt
BOOKKEEPER-774,Flaky test org.apache.bookkeeper.test.ReadOnlyBookieTest.testBookieShouldTurnWritableFromReadOnly,https://issues.apache.org/jira/browse/BOOKKEEPER-774,test,12311293,Resolved,apache_jira_description_comments/BOOKKEEPER-774_description.txt,Fixed,apache_jira_description_comments/BOOKKEEPER-774_comments.txt
ZOOKEEPER-2484,Flaky Test: org.apache.zookeeper.test.LoadFromLogTest.testLoadFailure,https://issues.apache.org/jira/browse/ZOOKEEPER-2484,"flaky, flaky-test",12310801,Closed,apache_jira_description_comments/ZOOKEEPER-2484_description.txt,Fixed,apache_jira_description_comments/ZOOKEEPER-2484_comments.txt
CASSANDRA-16229,Flaky jvm-dtest: org.apache.cassandra.distributed.test.ring.NodeNotInRingTest.nodeNotInRingTest,https://issues.apache.org/jira/browse/CASSANDRA-16229,,12310865,Resolved,apache_jira_description_comments/CASSANDRA-16229_description.txt,Fixed,apache_jira_description_comments/CASSANDRA-16229_comments.txt
HIVE-26820,Disable hybridgrace_hashjoin_2.q flaky test,https://issues.apache.org/jira/browse/HIVE-26820,pull-request-available,12310843,Closed,apache_jira_description_comments/HIVE-26820_description.txt,Fixed,apache_jira_description_comments/HIVE-26820_comments.txt
ZOOKEEPER-2786,Flaky test: org.apache.zookeeper.test.ClientTest.testNonExistingOpCode,https://issues.apache.org/jira/browse/ZOOKEEPER-2786,,12310801,Resolved,apache_jira_description_comments/ZOOKEEPER-2786_description.txt,Fixed,apache_jira_description_comments/ZOOKEEPER-2786_comments.txt
NIFI-10592,flaky tests caused by the nondeterministic order of HashMap,https://issues.apache.org/jira/browse/NIFI-10592,,12316020,Resolved,apache_jira_description_comments/NIFI-10592_description.txt,Fixed,apache_jira_description_comments/NIFI-10592_comments.txt
HBASE-12549,Fix TestAssignmentManagerOnCluster#testAssignRacingWithSSH() flaky test,https://issues.apache.org/jira/browse/HBASE-12549,,12310753,Closed,apache_jira_description_comments/HBASE-12549_description.txt,Fixed,apache_jira_description_comments/HBASE-12549_comments.txt
