repo,sha,module,category,test,polluter,strategy,java,order_result,alone_result,observed,verdict,label_agrees,logs,note
https://github.com/apache/cxf,69925893ed0e8a8fdfe1164b4e097a5cf5524027,core,OD-Vic,org.apache.cxf.attachment.AttachmentUtilTest.shortAsAttachmentMaxSize,CachedOutputStreamTest.testUseSysPropsWithAttachmentDeserializer,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9128646c022f28c6/org.apache.cxf.attachment.AttachmentUtilTest.shortAsAttachmentMaxSize,
https://github.com/apache/cxf,69925893ed0e8a8fdfe1164b4e097a5cf5524027,core,OD-Vic,org.apache.cxf.attachment.AttachmentUtilTest.stringAsAttachmentDirectory,CachedOutputStreamTest.testUseSysPropsWithAttachmentDeserializer,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9128646c022f28c6/org.apache.cxf.attachment.AttachmentUtilTest.stringAsAttachmentDirectory,
https://github.com/apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,OD-Vic,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteInt,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/0e9727b07b004485/org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testInternalThreadLocal,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testInternalThreadLocal,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testInternalThreadLocalMapExpand,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,,,,INCONCLUSIVE,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testInternalThreadLocalMapExpand,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testMultiThreadSetAndGet,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testMultiThreadSetAndGet,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testOnRemove,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testOnRemove,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testPerformance,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testPerformance,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testPerformanceTradition,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testPerformanceTradition,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemove,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemove,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemoveAll,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testRemoveAll,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,OD-Vic,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSetAndGet,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testConstructionWithIndex,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/38c3204874b4495f/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSetAndGet,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testArrayToCollection,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testArrayToCollection,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testCollectionToArray,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testCollectionToArray,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testListPojoListPojo,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testListPojoListPojo,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testMapField,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testMapField,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testPojoList,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testPojoList,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testPublicField,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testPublicField,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testRealizeLinkedList,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testRealizeLinkedList,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.testStackOverflow,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.testStackOverflow,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_has_no_nullary_constructor_pojo,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_has_no_nullary_constructor_pojo,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_LoopPojoInList,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_LoopPojoInList,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_LoopPojoInMap,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_LoopPojoInMap,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_Loop_pojo,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_Loop_pojo,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_Map_List_pojo,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_Map_List_pojo,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_pojo,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_pojo,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_PojoArray,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_PojoArray,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_PojoInList,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_PojoInList,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_simpleCollection,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_simpleCollection,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_total,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_total,
https://github.com/apache/dubbo,5349c13a36d277a090e1dc68fbe7c3b46d78fc90,dubbo-common,OD-Vic,org.apache.dubbo.common.utils.PojoUtilsTest.test_total_Array,org.apache.dubbo.common.utils.SerializeClassCheckerTest.testBlockAll,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/6140400ba3e7a0e1/org.apache.dubbo.common.utils.PojoUtilsTest.test_total_Array,
https://github.com/apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-registry/dubbo-registry-default,OD,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch / org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testExportUrlNull,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/188035b5640ab632/org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testAccess,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testAccess,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testCommit,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testCommit,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testCreate,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testCreate,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testFsinfo,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testFsinfo,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testFsstat,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testFsstat,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testGetattr,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testGetattr,
