repo,sha,module,test,category,strategy,java,run1,run2,all_runs,verdict,logs,note
https://github.com/apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-api,org.apache.dubbo.rpc.RpcContextTest.testAsync,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/7fa9f2568a11c223/org.apache.dubbo.rpc.RpcContextTest.testAsync,
https://github.com/apache/dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-api,org.apache.dubbo.rpc.RpcContextTest.testObject,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/7fa9f2568a11c223/org.apache.dubbo.rpc.RpcContextTest.testObject,
https://github.com/apache/dubbo,1f84cdcfede5ec9843ecebf39a25d9b995b8098b,dubbo-common,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,NIO;OD-Vic,flags,8,,,,INCONCLUSIVE,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/85e8d944308f55db/org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,[INFO] ------------------------------------------------------------------------ || [INFO] Total time:  2.956 s || [INFO] Finished at: 2026-08-29T21:27:07-04:00 || [INFO] ------------------------------------------------------------------------
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,org.apache.hadoop.hdfs.nfs.nfs3.TestViewfsWithNfs3.testNfsRenameSingleNN,NIO;OD-Vic,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/21d2e55fe353630f/org.apache.hadoop.hdfs.nfs.nfs3.TestViewfsWithNfs3.testNfsRenameSingleNN,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-jobclient,org.apache.hadoop.mapred.TestClientRedirect.testRedirect,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/21d2e55fe353630f/org.apache.hadoop.mapred.TestClientRedirect.testRedirect,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-mapreduce-project/hadoop-mapreduce-client/hadoop-mapreduce-client-app,org.apache.hadoop.mapreduce.jobhistory.TestJobHistoryEventHandler.testSigTermedFunctionality,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/21d2e55fe353630f/org.apache.hadoop.mapreduce.jobhistory.TestJobHistoryEventHandler.testSigTermedFunctionality,
https://github.com/apache/hbase,801fc05e9c082ab12c7c1207087d3667ab162d1a,hbase-server,org.apache.hadoop.hbase.master.cleaner.TestReplicationHFileCleaner.testIsFileDeletable,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/96cdee929c057d13/org.apache.hadoop.hbase.master.cleaner.TestReplicationHFileCleaner.testIsFileDeletable,
https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.event.rdb.JobEventRdbStorageTest.assertAddJobStatusTraceEventWhenFailoverWithTaskFailedState,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/ccf1dbbb18319720/io.elasticjob.lite.event.rdb.JobEventRdbStorageTest.assertAddJobStatusTraceEventWhenFailoverWithTaskFailedState,
https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.event.rdb.JobEventRdbStorageTest.assertAddJobStatusTraceEventWhenFailoverWithTaskStagingState,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/ccf1dbbb18319720/io.elasticjob.lite.event.rdb.JobEventRdbStorageTest.assertAddJobStatusTraceEventWhenFailoverWithTaskStagingState,
https://github.com/apache/shardingsphere-elasticjob,b022898ef1b8c984e17efb2a422ee45f6b13e46e,elastic-job-lite-core,io.elasticjob.lite.util.json.GsonFactoryTest.assertRegisterTypeAdapter,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/ccf1dbbb18319720/io.elasticjob.lite.util.json.GsonFactoryTest.assertRegisterTypeAdapter,
https://github.com/eBay/mTracker,dbead631bb0e8cacbb4448fef7aa2fe3aefc034b,core,com.ccoe.build.core.utils.FileUtilsTest.testModifyProperty,NIO,flags,8,ERROR,ERROR,ERROR ERROR,ALWAYS_FAIL,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/1376ee53b06441f4/com.ccoe.build.core.utils.FileUtilsTest.testModifyProperty,
https://github.com/eBay/mTracker,dbead631bb0e8cacbb4448fef7aa2fe3aefc034b,core,com.ccoe.build.core.utils.FileUtilsTest.testWrite,NIO,flags,8,ERROR,ERROR,ERROR ERROR,ALWAYS_FAIL,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/1376ee53b06441f4/com.ccoe.build.core.utils.FileUtilsTest.testWrite,
https://github.com/eclipse-ee4j/tyrus,d86e0cb0a4f26ba89daf8668137c156e57fea565,tests/e2e/non-deployable,org.glassfish.tyrus.test.e2e.non_deployable.ExtendedExtensionTest.extendedExtensionTest,NIO,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/18405b07a2f8a5c5/org.glassfish.tyrus.test.e2e.non_deployable.ExtendedExtensionTest.extendedExtensionTest,
https://github.com/zalando/riptide,8277e11fc069d8e24df0d233ef2577cc75659b75,riptide-spring-boot-starter,org.zalando.riptide.spring.metrics.MetricsTest.shouldRecordCircuitBreakers,NIO;UD,flags,8,PASS,ERROR,PASS ERROR,REPRODUCED,/home/srafi/after-cam-ready/od_try/compilation_try_again/nio_verify_logs/5b20b6b2a12a91f7/org.zalando.riptide.spring.metrics.MetricsTest.shouldRecordCircuitBreakers,
