RANGER-1375,HIVERangerAuthorizerTest UT fails intermittently,https://issues.apache.org/jira/browse/RANGER-1375,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-1404,Few HIVERangerAuthorizerTest UT fails with Permission denied intermittently,https://issues.apache.org/jira/browse/RANGER-1404,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-2463,Ranger admin authorization audits fails intermittently to fetch from Solr ,https://issues.apache.org/jira/browse/RANGER-2463,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-3367,[Intermittent] Ranger Admin perf logs are not getting logged after Spring Security upgrade,https://issues.apache.org/jira/browse/RANGER-3367,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-3554,[Intermittent] API call to fetch the list of policies for a particular service repo returns a deleted policy in the response,https://issues.apache.org/jira/browse/RANGER-3554,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-3576,service creation is failing intermittently due to DB unique key constraint violation,https://issues.apache.org/jira/browse/RANGER-3576,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-3675,Upgrade tomcat due to intermittent READ TIMEOUT,https://issues.apache.org/jira/browse/RANGER-3675,,12315621,RANGER,Ranger,Resolved,Fixed,https://github.com/apache/ranger
RANGER-852,ArrayOutOfBoundsException can be triggered due to faulty check in UnixUserGroupBuilder,https://issues.apache.org/jira/browse/RANGER-852,,12315621,RANGER,Ranger,Closed,Fixed,https://github.com/apache/ranger
RAT-190,Javascript (.js) files not processed as text.,https://issues.apache.org/jira/browse/RAT-190,,12310750,RAT,Apache Rat,Resolved,Fixed,https://github.com/apache/apache rat
RAT-228,Test failures in antunit does not break the maven build / ANT does not seem to recognize additional licenses,https://issues.apache.org/jira/browse/RAT-228,,12310750,RAT,Apache Rat,Closed,Fixed,https://github.com/apache/apache rat
SOLR-11003,Enabling bi-directional CDCR on cluster for better failover,https://issues.apache.org/jira/browse/SOLR-11003,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-13222,Improve logging in StreamingSolrClients,https://issues.apache.org/jira/browse/SOLR-13222,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-14103,hadoop-minicluster dependency is not used anywhere?,https://issues.apache.org/jira/browse/SOLR-14103,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-14413,allow timeAllowed and cursorMark parameters,https://issues.apache.org/jira/browse/SOLR-14413,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-15185,"Improve ""hash"" QParser",https://issues.apache.org/jira/browse/SOLR-15185,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-15364,Race condition when maintaining multiple CloudSolrClients for a mix of HTTP/HTTPS clusters,https://issues.apache.org/jira/browse/SOLR-15364,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-16344,PlacementPlugin throws NPE for PRS collections,https://issues.apache.org/jira/browse/SOLR-16344,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SOLR-4509,Move to non deprecated HttpClient impl classes to remove stale connection check on every request and move connection lifecycle management towards the client.,https://issues.apache.org/jira/browse/SOLR-4509,,12310230,SOLR,Solr,Resolved,Fixed,https://github.com/apache/solr
SOLR-4816,Add document routing to CloudSolrServer,https://issues.apache.org/jira/browse/SOLR-4816,,12310230,SOLR,Solr,Resolved,Fixed,https://github.com/apache/solr
SOLR-9107,add annotation for more fine grained control of SSL per test-class,https://issues.apache.org/jira/browse/SOLR-9107,,12310230,SOLR,Solr,Closed,Fixed,https://github.com/apache/solr
SUREFIRE-1244,NumberFormatException in parallel test run with runOrder = failedFirst,https://issues.apache.org/jira/browse/SUREFIRE-1244,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-1264,Some tests can be lost when running in parallel with parameterized tests,https://issues.apache.org/jira/browse/SUREFIRE-1264,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-1479,SurefireBooterForkException: The forked VM terminated without properly saying goodbye since 2.20.1,https://issues.apache.org/jira/browse/SUREFIRE-1479,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-1584,Rerun Failing Tests with JUnit 5,https://issues.apache.org/jira/browse/SUREFIRE-1584,junit5,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-1697,Test report xml for a test is incomplete,https://issues.apache.org/jira/browse/SUREFIRE-1697,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-1719,"Race condition results in ""VM crash or System.exit called?"" failure",https://issues.apache.org/jira/browse/SUREFIRE-1719,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-2065,Test Reports Inconsistencies with Parameterized and junit4,https://issues.apache.org/jira/browse/SUREFIRE-2065,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-654,TestNG: Recognize successful tests when using invocationCount and successPercentage parameters on the @Test annotation,https://issues.apache.org/jira/browse/SUREFIRE-654,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-937,Test count intermittently incorrect with parallel junit provider,https://issues.apache.org/jira/browse/SUREFIRE-937,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
SUREFIRE-939,Class level @Ignore would create incorrect shared state for parallel junit tests,https://issues.apache.org/jira/browse/SUREFIRE-939,,12317927,SUREFIRE,Maven Surefire,Closed,Fixed,https://github.com/apache/maven surefire
TAJO-1025,Network disconnection during query processing can cause infinite exceptions,https://issues.apache.org/jira/browse/TAJO-1025,,12314424,TAJO,Tajo (Retired),Resolved,Fixed,https://github.com/apache/tajo (retired)
TAJO-1356,Race conditions in QueryInProgress,https://issues.apache.org/jira/browse/TAJO-1356,,12314424,TAJO,Tajo (Retired),Resolved,Fixed,https://github.com/apache/tajo (retired)
TAJO-2163,No error message is showed when query execution failed.,https://issues.apache.org/jira/browse/TAJO-2163,,12314424,TAJO,Tajo (Retired),Resolved,Fixed,https://github.com/apache/tajo (retired)
TS-1411,Seg fault when using %<cquuc>,https://issues.apache.org/jira/browse/TS-1411,Crash,12310963,TS,Traffic Server,Closed,Fixed,https://github.com/apache/traffic server
TS-4468,http.server_session_sharing.match = both unsafe with HTTPS,https://issues.apache.org/jira/browse/TS-4468,,12310963,TS,Traffic Server,Closed,Fixed,https://github.com/apache/traffic server
TS-4755,Create a plugin that would count the frequency of headers,https://issues.apache.org/jira/browse/TS-4755,,12310963,TS,Traffic Server,Closed,Fixed,https://github.com/apache/traffic server
TS-4759,Intermittent HTTP/2 failure with h2spec (6.4.),https://issues.apache.org/jira/browse/TS-4759,,12310963,TS,Traffic Server,Closed,Fixed,https://github.com/apache/traffic server
UIMA-1223,Annotators should be initialized in the same thread that their process method will later be called on,https://issues.apache.org/jira/browse/UIMA-1223,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-1248,ResourceManager initialization is not thread-safe,https://issues.apache.org/jira/browse/UIMA-1248,,12310570,UIMA,UIMA,Resolved,Fixed,https://github.com/apache/uima
UIMA-1957,fix intermittent failure to gen Javadocs due to wrong link for java apis,https://issues.apache.org/jira/browse/UIMA-1957,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-2081,UIMA-AS extended test intermittent failure - message InvalidDestinationException: Cannot publish to a deleted Destination: temp-queue ...,https://issues.apache.org/jira/browse/UIMA-2081,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-2515,Need better workaround for intermittent out-of-stack in Arrays.sort for compressed binary serialization,https://issues.apache.org/jira/browse/UIMA-2515,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-3557,build tooling that runs Ant exec's should fail-on-error,https://issues.apache.org/jira/browse/UIMA-3557,,12310570,UIMA,UIMA,Resolved,Fixed,https://github.com/apache/uima
UIMA-3634,Jenkins fails UIMA-AS due to missing dependencies,https://issues.apache.org/jira/browse/UIMA-3634,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-4183,indetermenancy in logger test,https://issues.apache.org/jira/browse/UIMA-4183,,12310570,UIMA,UIMA,Resolved,Fixed,https://github.com/apache/uima
UIMA-5126,UIMA-AS thows an NPE if saxon9he.jar is in the classpath,https://issues.apache.org/jira/browse/UIMA-5126,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
UIMA-686,Deadlocks in CPM tests:CPM shutdown tests failing (hanging) intermittantly,https://issues.apache.org/jira/browse/UIMA-686,,12310570,UIMA,UIMA,Closed,Fixed,https://github.com/apache/uima
WHIMSY-42,Intermittent failure on the main agenda,https://issues.apache.org/jira/browse/WHIMSY-42,,12318723,WHIMSY,Whimsy,Resolved,Fixed,https://github.com/apache/whimsy
WHIMSY-45,Cannot login to post board report using my credentials using online agenda tool,https://issues.apache.org/jira/browse/WHIMSY-45,,12318723,WHIMSY,Whimsy,Resolved,Fixed,https://github.com/apache/whimsy
WHIMSY-96,Retry failed svn updates,https://issues.apache.org/jira/browse/WHIMSY-96,,12318723,WHIMSY,Whimsy,Resolved,Fixed,https://github.com/apache/whimsy
WOOKIE-131,Skinnable widgets,https://issues.apache.org/jira/browse/WOOKIE-131,mentor,12310961,WOOKIE,Wookie,Resolved,Fixed,https://github.com/apache/wookie
